46	white	7.8	0.18	0.31	12.2	0.053	46	140	0.998	3.06	0.53	8.9	6
47	red	9.2	0.41	0.5	2.5	0.055	12	25	0.9952	3.34	0.79	13.3	7
48	red	7.7	0.26	0.3	1.7	0.059	20	38	0.9949	3.29	0.47	10.8	6
49	white	8.9	0.3	0.35	4.6	0.032	32	148	0.99458	3.15	0.45	11.5	7
50	red	8.7	0.69	0	\N	0.084	13	33	0.9992	3.36	0.45	9.4	5
51	red	8.2	0.24	0.34	5.1	0.062	8	22	0.9974	3.22	0.94	10.9	6
52	white	6.8	0.35	0.32	2.4	0.048	35	103	0.9911	3.28	0.46	12	8
53	red	9.1	0.68	0.11	2.8	0.093	11	44	0.99888	3.31	0.55	9.5	6
54	white	6.9	0.32	0.26	2.3	0.03	11	103	0.99106	3.06	0.42	11.1	6
55	white	7.2	0.3	0.3	8.1	0.05	40	188	0.99652	3.15	0.49	9.1	\N
56	red	12.9	0.35	0.49	5.8	0.066	5	35	1.0014	3.2	0.66	12	7
57	white	6.6	0.325	0.49	7.7	0.049	53	217	0.996	3.16	0.4	9.3	\N
58	white	7.8	0.28	0.49	1.3	0.046	27	142	0.9936	3.09	0.59	10.2	5
59	white	8.3	0.2	0.49	1.7	0.04	34	169	0.9938	3.05	0.37	10.1	5
60	white	6.4	0.42	0.74	12.8	0.076	48	209	0.9978	3.12	0.58	9	6
61	white	7.3	0.22	0.37	15.5	0.048	70	203	0.99899	3.25	0.77	9.4	5
62	red	8.2	1	0.09	2.3	0.065	7	37	0.99685	3.32	0.55	9	6
63	white	7.1	0.18	0.42	1.4	0.045	47	157	0.9916	2.95	0.31	10.5	6
64	white	8.2	0.42	0.29	4.1	0.03	31	100	0.9911	3	0.32	12.8	7
65	white	6.7	0.24	0.41	2.9	0.039	48	122	0.99052	3.25	0.43	12	5
66	red	8.5	0.49	0.11	2.3	0.084	9	67	0.9968	3.17	0.53	9.4	\N
67	white	6.2	0.66	0.48	1.2	0.029	29	75	0.9892	3.33	0.39	12.8	\N
68	white	6.8	0.17	0.17	5.1	0.049	26	82	0.993	3	0.38	9.8	6
69	white	6.8	0.26	0.32	7	0.041	38	118	0.9939	3.25	0.52	10.8	6
70	white	7.1	0.64	0.49	1.8	0.05	17	128	0.9946	3.31	0.58	10.6	4
71	red	7.4	0.6	0.26	2.1	0.083	17	91	0.99616	3.29	0.56	9.8	6
72	white	9	0.43	0.3	1.5	0.05	7	175	0.9951	3.11	0.45	9.7	4
73	white	6.8	0.17	0.34	2	0.04	38	111	0.99	3.24	0.45	12.9	6
74	white	6.9	0.24	0.23	7.1	0.041	20	97	0.99246	3.1	0.85	11.4	6
75	white	6.1	0.26	0.28	1.7	0.043	24	98	0.98918	3.14	0.44	12.5	6
76	white	5	0.27	0.32	4.5	0.032	58	178	0.98956	3.45	0.31	12.6	7
77	white	5.7	0.26	0.3	1.8	0.039	30	105	0.98995	3.48	0.52	12.5	7
78	white	6.1	0.34	0.46	4.7	0.029	21	94	0.991	3.29	0.62	12.3	6
79	white	7.5	0.38	0.29	\N	0.021	38	113	0.99026	3.08	0.48	13	7
80	red	10.5	0.26	0.47	\N	0.078	6	24	0.9976	3.18	1.04	10.9	7
81	white	7.4	0.36	0.32	1.9	0.036	27	119	0.99196	3.15	0.49	11.2	6
82	red	6.3	1.02	0	2	0.083	17	24	0.99437	3.59	0.55	11.2	4
83	white	6.5	0.2	0.5	18.1	0.054	50	221	0.99941	2.94	0.64	8.8	6
84	red	7.8	0.82	0.29	4.3	0.083	21	64	0.99642	3.16	0.53	9.4	5
85	white	7.5	0.33	0.39	12.4	0.065	29	119	0.9974	3.16	0.39	9.4	5
86	red	8.6	0.33	0.4	2.6	0.083	16	68	0.99782	3.3	0.48	9.4	5
87	red	14.3	0.31	0.74	1.8	0.075	6	15	1.0008	2.86	0.79	8.4	6
88	red	10.6	0.83	0.37	\N	0.086	26	70	0.9981	3.16	0.52	9.9	\N
89	white	6.6	0.22	0.23	17.3	0.047	37	118	0.99906	3.08	0.46	8.8	6
90	red	8	0.6	0.22	2.1	0.08	25	105	0.99613	3.3	0.49	9.9	5
91	white	6.9	0.21	0.24	\N	0.021	17	80	0.98992	3.15	0.46	12.3	7
92	white	6.4	0.32	0.27	4.9	0.034	18	122	0.9916	3.36	0.71	12.5	6
93	white	6.6	0.4	0.46	\N	0.056	42	241	0.9968	3.5	0.6	9.9	5
94	red	12.3	0.39	0.63	2.3	0.091	6	18	1.0004	3.16	0.49	9.5	\N
95	white	7.5	0.24	0.49	9.4	0.048	50	149	0.9962	3.17	0.59	10.5	7
96	red	5	0.74	0	\N	0.041	16	46	0.99258	4.01	0.59	12.5	6
97	white	7.4	0.28	0.3	5.3	0.054	44	161	0.9941	3.12	0.48	10.3	6
98	white	6.6	0.56	0.16	3.1	0.045	28	92	0.994	3.12	0.35	9.1	6
99	red	5.6	0.5	0.09	2.3	0.049	17	99	0.9937	3.63	0.63	13	5
100	red	7	0.655	0.16	2.1	0.074	8	25	0.99606	3.37	0.55	9.7	5
101	white	6.9	0.38	0.25	9.8	0.04	28	191	0.9971	3.28	0.61	9.2	5
102	white	6.9	0.32	0.15	8.1	0.046	51	180	0.9958	3.13	0.45	8.9	5
103	white	9.9	1.005	0.46	1.4	0.046	34	185	0.9966	3.02	0.49	10.2	4
104	red	8.7	0.78	0.51	1.7	0.415	12	66	0.99623	3	1.17	9.2	5
105	white	5.8	0.15	0.31	5.9	0.036	7	73	0.99152	3.2	0.43	11.9	\N
106	white	8.8	0.2	0.43	15	0.053	60	184	1.0008	3.28	0.79	8.8	6
107	white	9.2	0.34	0.27	1.2	0.026	17	73	0.9921	3.08	0.39	10.8	5
108	white	6.9	0.21	0.49	1.4	0.041	15	164	0.9927	3.25	0.63	11	5
109	white	8.5	0.19	0.49	3.5	0.044	29	117	0.9938	3.14	0.51	10.1	6
110	white	7.1	0.44	0.27	8.4	0.057	60	160	0.99257	3.16	0.36	11.8	6
111	white	8.3	0.36	0.57	15	0.052	35	256	1.0001	2.93	0.64	8.6	5
112	red	9.1	0.795	0	2.6	0.096	11	26	0.9994	3.35	0.83	9.4	6
113	white	6.6	0.25	0.31	12.4	0.059	52	181	0.9984	3.51	0.47	9.8	6
114	white	6.9	0.41	0.33	10.1	0.043	28	152	0.9968	3.2	0.52	9.4	5
115	white	7.5	0.32	0.49	1.7	0.031	44	109	0.9906	3.07	0.46	12.5	6
116	white	7.8	0.32	0.33	2.4	0.037	18	101	0.9912	3.21	0.65	11.7	7
117	white	7.6	0.18	0.36	2.4	0.049	38	123	0.996	3.6	0.46	10.3	5
118	red	9.3	0.5	0.36	1.8	0.084	6	17	0.99704	3.27	0.77	10.8	6
119	white	9.8	0.93	0.45	8.6	0.052	34	187	0.9994	3.12	0.59	10.2	4
120	white	7.2	0.37	0.4	11.6	0.032	34	214	0.9963	3.1	0.51	9.8	6
121	white	7.9	0.25	0.29	5.3	0.031	33	117	0.9918	3.06	0.32	11.8	7
122	white	7.2	0.51	0.24	10	0.093	35	197	0.9981	3.41	0.47	9	5
123	white	6	0.26	0.18	7	0.055	50	194	0.99591	3.21	0.43	9	5
124	white	8.3	0.28	0.45	7.8	0.059	32	139	0.9972	3.33	0.77	11.2	6
125	white	7.8	0.24	0.32	12.2	0.054	42	138	0.9984	3.01	0.54	8.8	\N
126	white	7.2	0.23	0.25	18.8	0.085	19	111	1.00044	3.1	0.51	8.7	5
127	white	7.4	0.3	0.32	1.7	0.03	23	128	0.9929	3.17	0.66	10.9	5
128	red	13.7	0.415	0.68	2.9	0.085	17	43	1.0014	3.06	0.8	10	6
129	red	10	0.38	0.38	1.6	0.169	27	90	0.99914	3.15	0.65	8.5	5
130	red	6.2	0.45	0.2	1.6	0.069	3	15	0.9958	3.41	0.56	9.2	5
131	red	10.9	0.32	0.52	1.8	0.132	17	44	0.99734	3.28	0.77	11.5	6
132	white	8.3	0.21	0.49	\N	0.054	50	231	1.0012	2.99	0.54	9.2	5
133	white	8.1	0.2	0.4	2	0.037	19	87	0.9921	3.12	0.54	11.2	6
134	white	7	0.26	0.46	15.55	0.037	61	171	0.9986	2.94	0.35	8.8	6
135	white	6.5	0.5	0.22	4.1	0.036	35	131	0.9902	3.26	0.55	13	\N
136	white	6.3	0.21	0.31	1.2	0.043	30	117	0.99158	3.49	0.68	11	6
137	white	9	0.31	0.48	6.6	0.043	11	73	0.9938	2.9	0.38	11.6	5
138	white	7	0.23	0.28	2.7	0.053	16	92	0.99372	3.18	0.56	9.3	5
139	white	7.7	0.26	0.31	1.3	0.043	47	155	0.9937	3.42	0.5	10.1	6
140	white	6.9	0.29	0.4	19.45	0.043	36	156	0.9996	2.93	0.47	8.9	5
141	white	5.9	0.48	0.3	1.5	0.037	19	78	0.99057	3.47	0.42	11.9	\N
142	red	11.6	0.41	0.58	2.8	0.096	25	101	1.00024	3.13	0.53	10	5
143	white	5.9	0.2	0.23	1.5	0.037	38	93	0.99021	3.36	0.49	12	6
144	white	7	0.24	0.3	4.2	0.04	41	213	0.9927	3.28	0.49	11.8	6
145	white	6.8	0.19	0.23	5.1	0.034	71	204	0.9942	3.23	0.69	10.1	\N
146	white	8.8	0.33	0.36	2.1	0.034	19	125	0.99166	2.96	0.98	12.7	6
147	white	5.7	0.26	0.25	10.4	0.02	7	57	0.994	3.39	0.37	10.6	5
148	white	6.5	0.18	0.41	14.2	0.039	47	129	0.99678	3.28	0.72	10.3	7
149	red	8	0.45	0.23	2.2	0.094	16	29	0.9962	3.21	0.49	10.2	6
150	white	6	0.615	0.04	0.8	0.032	8	50	0.99036	3.14	0.4	11	4
151	red	10	0.58	0.22	1.9	0.08	9	32	0.9974	3.13	0.55	9.5	5
152	white	6.3	0.38	0.17	8.8	0.08	50	212	0.99803	3.47	0.66	9.4	4
153	white	5.6	0.42	0.34	2.4	0.022	34	97	0.98915	3.22	0.38	12.8	7
154	white	6.4	0.23	0.3	7.1	0.037	63	236	0.9952	3.06	0.34	9.2	6
155	white	6.7	0.22	0.39	10.2	0.038	60	149	0.99725	3.17	0.54	10	7
156	red	6.9	0.74	0.03	\N	0.054	7	16	0.99508	3.45	0.63	11.5	6
157	white	6.3	0.24	0.37	\N	0.031	6	61	0.9897	3.3	0.34	12.2	4
158	red	10	0.26	0.54	1.9	0.083	42	74	0.99451	2.98	0.63	11.8	8
159	white	6.8	0.24	0.31	18.3	0.046	40	142	1	3.3	0.41	8.7	\N
160	white	5.9	0.22	0.3	1.3	0.052	42	86	0.99069	3.31	0.47	11.55	6
161	white	6	0.29	0.21	15.55	0.043	20	142	0.99658	3.11	0.54	10.1	6
162	white	6.2	0.33	0.19	5.6	0.042	22	143	0.99425	3.15	0.63	9.9	5
163	white	6.7	0.2	0.37	1.65	0.025	42	103	0.99022	3.11	0.45	11.4	5
164	white	7.1	0.39	0.39	11.1	0.034	25	204	0.99616	3.05	0.52	10	6
165	white	7.8	0.3	0.74	1.8	0.033	33	156	0.991	3.29	0.52	12.8	6
166	red	5.4	0.835	0.08	1.2	0.046	13	93	0.9924	3.57	0.85	13	\N
167	white	8.7	0.23	0.32	\N	0.044	35	169	0.99975	3.12	0.47	8.8	7
168	white	6.4	0.24	0.26	8.2	0.054	47	182	0.99538	3.12	0.5	9.5	5
169	white	7.6	0.27	0.33	2	0.059	19	175	0.9944	3.22	0.56	9.9	5
170	white	6.9	0.22	0.37	15	0.053	59	178	0.9992	3.37	0.82	9.5	7
171	white	6.9	0.41	0.22	4.2	0.031	10	102	0.993	3	0.86	11.6	4
172	white	7.6	0.34	0.39	7.6	0.04	45	215	0.9965	3.11	0.53	9.2	6
173	white	7.1	0.21	0.4	1.2	0.069	24	156	0.9928	3.42	0.43	10.6	6
174	white	5.7	0.22	0.22	16.65	0.044	39	110	0.99855	3.24	0.48	9	6
175	white	6.2	0.3	0.2	6.6	0.045	42	170	0.9944	3.36	0.45	10.4	6
176	red	8.2	0.6	0.17	2.3	0.072	11	73	0.9963	3.2	0.45	9.3	5
177	red	9.3	0.39	0.44	2.1	0.107	34	125	0.9978	3.14	1.22	9.5	5
178	red	7.1	0.43	0.42	5.5	0.07	29	129	0.9973	3.42	0.72	10.5	5
179	white	6.7	0.46	0.27	\N	0.039	35	96	0.99129	3.16	0.44	12.4	7
180	white	6.4	0.19	0.35	10.2	0.043	40	106	0.99632	3.16	0.5	9.7	6
181	white	6.2	0.33	0.14	4.8	0.052	27	128	0.99475	3.21	0.48	9.4	5
182	white	6.2	0.31	0.23	3.3	0.052	34	113	0.99429	3.16	0.48	8.4	5
183	white	6.1	0.15	0.4	1.2	0.03	19	84	0.98926	3.19	0.96	13	6
184	white	5.9	0.4	0.32	6	0.034	50	127	0.992	3.51	0.58	12.5	7
185	white	5.6	0.245	0.32	1.1	0.047	24	152	0.9927	3.12	0.42	9.3	6
186	white	8.6	0.27	0.46	6.1	0.032	13	41	0.993	2.89	0.34	10.9	5
187	white	9.8	0.42	0.48	9.85	0.034	5	110	0.9958	2.87	0.29	10	5
188	red	8.9	0.48	0.53	4	0.101	3	10	0.99586	3.21	0.59	12.1	7
189	red	6.9	0.63	0.33	6.7	0.235	66	115	0.99787	3.22	0.56	9.5	5
190	white	7.3	0.3	0.22	6.4	0.056	44	168	0.9947	3.13	0.35	10.1	6
191	red	6.8	0.815	0	1.2	0.267	16	29	0.99471	3.32	0.51	9.8	3
192	white	7.1	0.31	0.38	1.2	0.036	10	124	0.9924	3.14	0.44	9.9	6
193	red	7.1	0.69	0.04	2.1	0.068	19	27	0.99712	3.44	0.67	9.8	5
194	white	5.2	0.21	0.31	1.7	0.048	17	61	0.98953	3.24	0.37	12	7
195	white	7.3	0.25	0.39	6.4	0.034	8	84	0.9942	3.18	0.46	11.5	5
196	red	10	0.59	0.31	\N	0.09	26	62	0.9994	3.18	0.63	10.2	6
197	white	7.3	0.25	0.26	7.2	0.048	52	207	0.99587	3.12	0.37	9.2	\N
198	white	7.6	0.3	0.37	\N	0.087	27	177	0.99438	3.09	0.5	9.8	5
199	white	6.3	0.48	0.04	1.1	0.046	30	99	0.9928	3.24	0.36	9.6	\N
200	white	6.7	0.11	0.26	14.8	0.053	44	95	0.99676	3.2	0.35	9.8	6
201	white	8.2	0.15	0.48	2.7	0.052	24	190	0.995	3.5	0.45	10.9	\N
202	red	6.5	0.88	0.03	5.6	0.079	23	47	0.99572	3.58	0.5	11.2	4
203	white	6.4	0.15	0.36	1.8	0.034	43	150	0.9922	3.42	0.69	11	8
204	white	5.8	0.2	0.34	1	0.035	40	86	0.98993	3.5	0.42	11.7	5
205	white	5.9	0.32	0.2	14.4	0.05	29	144	0.99666	3.24	0.41	10.3	6
206	white	6.3	0.23	0.33	6.9	0.052	23	118	0.9938	3.23	0.46	10.4	6
207	white	9.6	0.655	0.21	2	0.039	21	120	0.99188	3	1	12.6	6
208	white	6.3	0.2	0.26	\N	0.04	108	168	0.99278	3.07	0.75	10.7	7
209	white	6.8	0.57	0.29	2.2	0.04	15	77	0.9938	3.32	0.74	10.2	5
210	red	10	0.49	0.2	11	0.071	13	50	1.0015	3.16	0.69	9.2	6
211	white	8.1	0.33	0.36	7.4	0.037	36	156	0.99592	3.19	0.54	10.6	\N
212	white	5.8	0.32	0.38	4.75	0.033	23	94	0.991	3.42	0.42	11.8	7
213	red	7.7	0.57	0.21	1.5	0.069	4	9	0.99458	3.16	0.54	9.8	6
214	white	10.7	0.22	0.56	8.2	0.044	37	181	0.998	2.87	0.68	9.5	6
215	white	7.1	0.17	0.31	1.6	0.037	15	103	0.991	3.14	0.5	12	6
216	white	6.8	0.3	0.33	12.8	0.041	60	168	0.99659	3.1	0.56	9.8	5
217	white	5.7	0.21	0.32	\N	0.03	33	122	0.99044	3.33	0.52	11.9	6
218	white	8.3	0.2	0.49	1.7	0.038	38	167	0.9939	3.05	0.37	10.1	6
219	white	6.7	0.18	0.3	6.4	0.048	40	251	0.9956	3.29	0.52	10	5
220	red	7.4	0.35	0.33	2.4	0.068	9	26	0.9947	3.36	0.6	11.9	6
221	white	6.7	0.3	0.5	12.1	0.045	38	127	0.9974	3.04	0.53	8.9	6
222	white	6.8	0.16	0.29	10.4	0.046	59	143	0.99518	3.2	0.4	10.8	6
223	white	6.6	0.3	0.74	4.6	0.041	36	159	0.9946	3.21	0.45	9.9	5
224	white	6.6	0.26	0.36	1.2	0.035	43	126	0.99094	3.01	0.63	11.4	6
225	white	6.5	0.34	0.36	11	0.052	53	247	0.9984	3.44	0.55	9.3	6
226	red	7.9	0.37	0.23	1.8	0.077	23	49	0.9963	3.28	0.67	9.3	5
227	red	7.8	0.44	0.28	2.7	0.1	18	95	0.9966	3.22	0.67	9.4	5
228	white	8	0.27	0.24	1.2	0.044	20	102	0.9929	3.28	0.42	10.9	5
229	white	7.6	0.17	0.27	4.6	0.05	23	98	0.99422	3.08	0.47	9.5	6
230	white	6.8	0.28	0.44	\N	0.04	58	223	0.9969	3.22	0.56	9.5	5
231	white	7.3	0.22	0.37	14.3	0.063	48	191	0.9978	2.89	0.38	9	6
232	white	6.4	0.22	0.34	1.4	0.023	56	115	0.98958	3.18	0.7	11.7	\N
233	white	6.2	0.12	0.34	\N	0.045	43	117	0.9939	3.42	0.51	9	6
234	white	6.8	0.4	0.29	2.8	0.044	27	97	0.9904	3.12	0.42	11.2	6
235	white	6.2	0.36	0.22	5.25	0.038	44	145	0.99184	3.22	0.4	11.2	6
236	white	6.4	0.29	0.18	15	0.04	21	116	0.99736	3.14	0.5	9.2	5
237	white	6.5	0.22	0.25	17.1	0.05	44	138	1.0001	3.3	0.37	8.8	5
238	white	6.2	0.16	0.54	1.4	0.126	37	110	0.9932	3.23	0.37	8.9	\N
239	white	6.6	0.25	0.24	\N	0.048	26	124	0.9942	3.37	0.6	10.1	\N
240	red	7	0.51	0.09	2.1	0.062	4	9	0.99584	3.35	0.54	10.5	5
241	white	6.9	0.24	0.49	1.3	0.032	35	148	0.9932	3.45	0.57	10.7	7
242	white	7.5	0.18	0.45	4.6	0.041	67	158	0.9927	3.01	0.38	10.6	6
243	white	7	0.44	0.24	12.1	0.056	68	210	0.99718	3.05	0.5	9.5	5
244	white	5.7	0.265	0.28	6.9	0.036	46	150	0.99299	3.36	0.44	10.8	7
245	white	6.7	0.34	0.3	8.5	0.059	24	152	0.99615	3.46	0.64	11	7
246	red	6.9	0.52	0.25	2.6	0.081	10	37	0.99685	3.46	0.5	11	5
247	white	5.7	0.21	0.24	\N	0.047	60	189	0.995	3.65	0.72	10.1	6
248	white	9.4	0.28	0.3	\N	0.045	36	139	0.99534	3.11	0.49	9.3	5
249	white	7.5	0.19	0.49	1.6	0.047	42	140	0.9932	3.4	0.47	10.7	6
250	white	7.4	0.155	0.34	2.3	0.045	73.5	214	0.9934	3.18	0.61	9.9	7
251	white	9.1	0.59	0.38	1.6	0.066	34	182	0.9968	3.23	0.38	8.5	\N
252	white	6.1	0.35	0.24	2.3	0.034	25	133	0.9906	3.34	0.59	12	7
253	red	6.8	0.67	0.15	1.8	0.118	13	20	0.9954	3.42	0.67	11.3	6
254	white	6.1	0.27	0.31	1.5	0.035	17	83	0.99076	3.32	0.44	11.1	7
255	white	7.1	0.2	0.27	9.6	0.037	19	105	0.99444	3.04	0.37	10.5	7
256	white	6.3	0.36	0.2	2	0.048	48	191	0.9929	3.17	0.51	9.6	5
257	white	6.3	0.34	0.27	2.5	0.024	40	152	0.99095	3.35	0.6	11.9	7
258	red	9.1	0.29	0.33	2.05	0.063	13	27	0.99516	3.26	0.84	11.7	7
259	white	6.3	0.34	0.52	6.3	0.047	63	186	0.99481	3.18	0.44	9.6	5
260	white	7.1	0.17	0.43	1.3	0.023	33	132	0.99067	3.11	0.56	11.7	6
261	white	6.5	0.33	0.72	1.1	0.061	7	151	0.993	3.09	0.57	9.5	4
262	red	6.7	0.7	0.08	3.75	0.067	8	16	0.99334	3.43	0.52	12.6	5
263	white	7.2	0.23	0.39	\N	0.058	49	192	0.9979	2.98	0.48	9	7
264	white	6.2	0.27	0.43	7.8	0.056	48	244	0.9956	3.1	0.51	9	6
265	white	6.8	0.23	0.3	\N	0.044	42	179	0.9946	3.25	0.56	10.6	6
266	white	6.7	0.16	0.32	12.5	0.035	18	156	0.99666	2.88	0.36	9	6
267	white	7	0.24	0.36	2.8	0.034	22	112	0.99	3.19	0.38	12.6	8
268	white	4.8	0.225	0.38	1.2	0.074	47	130	0.99132	3.31	0.4	10.3	6
269	white	8.7	0.23	0.32	13.4	0.044	35	169	0.99975	3.12	0.47	8.8	7
270	white	8	0.32	0.36	4.6	0.042	56	178	0.9928	3.29	0.47	12	6
271	white	7	0.16	0.3	2.6	0.043	34	90	0.99047	2.88	0.47	11.2	6
272	white	5	0.24	0.21	2.2	0.039	31	100	0.99098	3.69	0.62	11.7	6
273	red	7.2	0.62	0.06	2.7	0.077	15	85	0.99746	3.51	0.54	9.5	5
274	white	7.6	0.2	0.36	1.9	0.043	24	111	0.99237	3.29	0.54	11.3	6
275	white	7.3	0.26	0.53	12.7	0.047	60.5	164.5	0.9984	3.06	0.45	9.1	6
276	white	5.7	0.25	0.22	9.8	0.049	50	125	0.99571	3.2	0.45	10.1	6
277	white	7.7	0.43	0.37	10	0.169	22	210	0.99776	3.02	0.64	9.5	5
278	white	7	0.12	0.29	10.3	0.039	41	98	0.99564	3.19	0.38	9.8	8
279	white	5.8	0.28	0.27	2.6	0.054	30	156	0.9914	3.53	0.42	12.4	5
280	white	6.2	0.255	0.24	1.7	0.039	138.5	272	0.99452	3.53	0.53	9.6	\N
281	white	5.8	0.17	0.34	1.8	0.045	96	170	0.99035	3.38	0.9	11.8	8
282	white	7	0.2	0.33	4.7	0.03	25	76	0.99202	2.88	0.54	10.5	6
283	red	8.1	0.38	0.28	2.1	0.066	13	30	0.9968	3.23	0.73	9.7	7
284	white	6.3	0.36	0.28	2.5	0.035	18	73	0.98868	3.1	0.47	12.8	7
285	white	6.4	0.15	0.36	1.8	0.034	43	150	0.9922	3.42	0.69	11	8
286	white	6.6	0.55	0.01	2.7	0.034	56	122	0.9906	3.15	0.3	11.9	5
287	white	7.5	0.17	0.34	1.4	0.035	13	102	0.9918	3.05	0.74	11	5
288	white	6.1	0.18	0.36	2	0.038	20	249.5	0.9923	3.37	0.79	11.3	6
289	red	10	0.48	0.24	2.7	0.102	13	32	1	3.28	0.56	10	\N
290	white	5.9	0.29	0.32	1.4	0.022	17	47	0.9899	3.35	0.35	11.5	6
291	red	9.1	0.22	0.24	2.1	0.078	1	28	0.999	3.41	0.87	10.3	6
292	white	6.8	0.26	0.24	1.9	0.043	70	154	0.99273	3.18	0.52	10.5	5
293	white	9.4	0.16	0.23	1.6	0.042	14	67	0.9942	3.07	0.32	9.5	5
294	white	6.6	0.27	0.33	1.4	0.042	24	183	0.99215	3.29	0.46	10.7	5
295	white	8.5	0.19	0.48	1.1	0.026	23	58	0.99184	2.9	0.5	10.5	6
296	white	7	0.27	0.48	\N	0.042	60	184	0.99566	3.2	0.5	9.4	6
297	white	6.4	0.17	0.32	2.4	0.048	41	200	0.9938	3.5	0.5	9.7	6
298	white	6.6	0.24	0.28	6.7	0.032	26	91	0.99172	3.13	0.32	12.3	6
299	white	6.9	0.15	0.29	2.3	0.033	14	82	0.99132	3.1	0.58	11.2	7
300	white	6.2	0.29	0.26	13.1	0.046	55	204	0.99745	3.16	0.41	9.6	6
301	white	6.5	0.18	0.41	14.2	0.039	47	129	0.99678	3.28	0.72	10.3	\N
302	white	6.4	0.26	0.4	1.7	0.179	5	60	0.9925	3.09	0.54	10.1	5
