Month-to-month	Electronic check	1	45.65	45.65
One year	Credit card (automatic)	30	64.5	1929.95
Month-to-month	Mailed check	15	69.5	1071.4
Month-to-month	Electronic check	8	68.55	564.35
Month-to-month	Mailed check	7	95	655.5
One year	Credit card (automatic)	70	108.15	7930.55
Two year	Electronic check	62	86.1	5215.25
Month-to-month	Mailed check	6	19.7	113.5
Month-to-month	Bank transfer (automatic)	14	80.9	1152.8
Month-to-month	Bank transfer (automatic)	22	84.15	1821.95
One year	Mailed check	22	20.15	419.9
Two year	Mailed check	16	64.25	1024
Two year	Bank transfer (automatic)	10	25.7	251.6
Month-to-month	Electronic check	13	56	764.55
Month-to-month	Electronic check	20	82.4	1592.35
Month-to-month	Electronic check	2	69.7	135.2
Two year	Bank transfer (automatic)	53	73.9	3958.25
One year	Mailed check	11	20.6	233.9
Two year	Mailed check	69	19.9	1363.45
Month-to-month	Bank transfer (automatic)	4	70.9	273
Two year	Bank transfer (automatic)	72	89.05	6254.45
Month-to-month	Electronic check	58	45.3	2651.2
Month-to-month	Electronic check	16	20.4	321.4
One year	Bank transfer (automatic)	43	84.25	3539.25
Month-to-month	Electronic check	2	104.4	242.8
Two year	Mailed check	14	81.95	1181.75
One year	Bank transfer (automatic)	53	94.85	5000.2
One year	Bank transfer (automatic)	32	20.55	654.55
Month-to-month	Electronic check	34	24.7	780.2
Month-to-month	Mailed check	15	74.45	1145.7
Month-to-month	Bank transfer (automatic)	7	76.45	503.6
Month-to-month	Bank transfer (automatic)	15	105.35	1559.25
One year	Credit card (automatic)	61	20.55	1252
Month-to-month	Bank transfer (automatic)	1	29.95	29.95
Month-to-month	Mailed check	1	45.3	45.3
Month-to-month	Bank transfer (automatic)	8	84.5	662.65
One year	Credit card (automatic)	33	74.75	2453.3
Month-to-month	Electronic check	13	79.25	1111.65
Month-to-month	Electronic check	1	24.8	24.8
Month-to-month	Mailed check	20	51.8	1023.85
Month-to-month	Electronic check	3	30.4	82.15
One year	Electronic check	13	19.65	244.8
Month-to-month	Credit card (automatic)	40	56.6	2379.1
One year	Credit card (automatic)	43	71.9	3173.35
Month-to-month	Electronic check	6	91	531
Two year	Bank transfer (automatic)	69	19.75	1375.4
Two year	Credit card (automatic)	72	109.7	8129.3
Two year	Credit card (automatic)	59	19.3	1192.7
Month-to-month	Electronic check	20	96.55	1901.65
Two year	Bank transfer (automatic)	24	24.1	587.4
Month-to-month	Electronic check	59	111.35	6519.75
Two year	Bank transfer (automatic)	72	112.25	8041.65
Month-to-month	Mailed check	1	20.75	20.75
One year	Credit card (automatic)	27	101.9	2681.15
Month-to-month	Credit card (automatic)	14	80.05	1112.3
Two year	Electronic check	71	105.55	7405.5
Month-to-month	Credit card (automatic)	13	78.3	1033.95
Month-to-month	Credit card (automatic)	44	68.85	2958.95
One year	Bank transfer (automatic)	33	79.95	2684.85
Two year	Credit card (automatic)	72	55.45	4179.2
Month-to-month	Electronic check	1	79.9	79.9
Month-to-month	Electronic check	19	106.6	1934.45
One year	Credit card (automatic)	64	102.45	6654.1
Month-to-month	Credit card (automatic)	2	46	84.5
Month-to-month	Electronic check	1	25.25	25.25
Two year	Mailed check	61	19.75	1124.2
One year	Electronic check	29	20	540.05
Month-to-month	Electronic check	23	86.8	1975.85
Month-to-month	Bank transfer (automatic)	57	58.75	3437.45
Two year	Credit card (automatic)	72	45.25	3139.8
Two year	Bank transfer (automatic)	66	56.6	3789.2
Two year	Bank transfer (automatic)	65	84.2	5324.5
Month-to-month	Bank transfer (automatic)	8	80	624.6
Month-to-month	Electronic check	4	70.15	268.35
Two year	Bank transfer (automatic)	71	24.75	1836.9
One year	Electronic check	1	20.2	20.2
Month-to-month	Mailed check	4	50.05	179.35
One year	Bank transfer (automatic)	12	19.35	219.35
One year	Mailed check	24	50.6	1288.75
One year	Mailed check	31	81.15	2545.75
Month-to-month	Mailed check	1	55.2	55.2
Month-to-month	Credit card (automatic)	30	89.9	2723.15
Two year	Credit card (automatic)	47	85.3	4107.25
Two year	Credit card (automatic)	54	108	5760.65
Month-to-month	Credit card (automatic)	50	93.5	4747.5
Month-to-month	Mailed check	1	84.6	84.6
Two year	Credit card (automatic)	72	20.25	1566.9
Month-to-month	Electronic check	29	25.15	702
Month-to-month	Mailed check	2	54.4	114.1
Two year	Mailed check	10	29.6	299.05
Month-to-month	Electronic check	18	73.15	1305.95
Month-to-month	Electronic check	11	95	1120.3
Two year	Mailed check	16	19.75	284.35
Two year	Bank transfer (automatic)	72	86.6	6350.5
Two year	Bank transfer (automatic)	72	109.2	7878.3
One year	Credit card (automatic)	41	74.7	3187.65
Month-to-month	Electronic check	65	94.4	6126.15
Month-to-month	Electronic check	13	54.8	731.3
Month-to-month	Electronic check	4	75.35	273.4
One year	Mailed check	41	65	2531.8
Month-to-month	Electronic check	15	74.4	1074.3
Month-to-month	Mailed check	1	48.55	48.55
One year	Electronic check	42	99	4298.45
One year	Electronic check	51	93.5	4619.55
Month-to-month	Electronic check	2	70.4	147.15
Month-to-month	Electronic check	1	40.2	40.2
One year	Credit card (automatic)	32	83.7	2633.3
Month-to-month	Mailed check	10	19.85	193.05
Two year	Electronic check	67	59.55	4103.9
Two year	Credit card (automatic)	61	115.1	7008.15
One year	Credit card (automatic)	50	114.35	5791.1
Month-to-month	Credit card (automatic)	2	44.6	80.55
Month-to-month	Electronic check	29	45	1228.65
Month-to-month	Electronic check	3	41.15	132.2
Month-to-month	Electronic check	13	106.9	1364.3
Month-to-month	Electronic check	57	89.85	4925.35
Two year	Bank transfer (automatic)	31	49.85	1520.1
One year	Mailed check	45	113.3	5032.25
Two year	Mailed check	61	88.1	5526.75
Two year	Bank transfer (automatic)	50	24.9	1195.25
Month-to-month	Mailed check	19	105	2007.25
Two year	Mailed check	59	19.35	1099.6
Two year	Credit card (automatic)	71	24.25	1732.95
Month-to-month	Electronic check	16	94.45	1511.2
Two year	Electronic check	57	59.75	3450.15
Month-to-month	Bank transfer (automatic)	1	24.8	24.8
Month-to-month	Electronic check	20	107.05	2172.05
Month-to-month	Mailed check	1	70.6	70.6
Month-to-month	Electronic check	5	85.4	401.1
Month-to-month	Electronic check	52	105.05	5624.85
Month-to-month	Bank transfer (automatic)	21	64.95	1339.8
Month-to-month	Electronic check	14	55	771.95
Month-to-month	Bank transfer (automatic)	5	50.55	244.75
Month-to-month	Mailed check	6	55.15	322.9
Month-to-month	Electronic check	10	51.2	498.25
Month-to-month	Mailed check	1	25.4	25.4
Month-to-month	Mailed check	68	54.45	3687.75
Month-to-month	Mailed check	18	95.15	1779.95
One year	Credit card (automatic)	22	76	1783.6
Month-to-month	Electronic check	20	44.35	927.15
Month-to-month	Electronic check	1	70	70
Month-to-month	Electronic check	8	74.5	606.55
Month-to-month	Credit card (automatic)	10	44.85	435.4
Month-to-month	Electronic check	24	76.1	1712.7
One year	Mailed check	35	61.2	2021.2
One year	Mailed check	23	86.8	1940.8
Month-to-month	Electronic check	6	89.35	567.8
Month-to-month	Mailed check	12	19.7	220.35
Month-to-month	Mailed check	1	20.25	20.25
Two year	Electronic check	71	76.05	5436.45
Month-to-month	Electronic check	35	100.8	3437.5
Month-to-month	Electronic check	40	74.55	3015.75
Month-to-month	Mailed check	1	73.6	73.6
One year	Bank transfer (automatic)	23	64.9	1509.8
Month-to-month	Electronic check	4	95.45	396.1
Month-to-month	Electronic check	4	90.4	356.65
Two year	Credit card (automatic)	68	60.3	4109
Month-to-month	Mailed check	38	81.85	3141.7
Two year	Mailed check	52	24.8	1229.1
Month-to-month	Electronic check	32	74.9	2303.35
Two year	Mailed check	29	75.55	2054.4
Month-to-month	Electronic check	38	101.15	3741.85
One year	Credit card (automatic)	48	78.75	3682.45
Month-to-month	Bank transfer (automatic)	1	19.25	19.25
Month-to-month	Electronic check	22	89.05	1886.25
Two year	Credit card (automatic)	43	115.05	4895.1
Month-to-month	Electronic check	5	69.35	341.6
Month-to-month	Electronic check	5	80.6	415.55
One year	Credit card (automatic)	51	110.05	5686.4
Two year	Credit card (automatic)	71	19.9	1355.1
One year	Credit card (automatic)	38	80.3	3058.65
Month-to-month	Electronic check	24	93.15	2231.05
Month-to-month	Credit card (automatic)	35	91.5	3236.35
One year	Bank transfer (automatic)	54	82.45	4350.1
Two year	Electronic check	72	60	4264
Month-to-month	Electronic check	1	44.8	44.8
One year	Mailed check	9	48.6	422.3
Two year	Bank transfer (automatic)	69	60.05	4176.7
Month-to-month	Credit card (automatic)	52	102.7	5138.1
Month-to-month	Electronic check	11	82.9	880.05
Month-to-month	Electronic check	2	70.35	139.05
Month-to-month	Electronic check	28	35.9	973.65
Month-to-month	Credit card (automatic)	17	82.65	1470.05
Two year	Mailed check	35	19.85	739.35
One year	Mailed check	8	19.2	161.95
One year	Credit card (automatic)	46	94.9	4422.95
Month-to-month	Electronic check	7	73.85	511.25
Month-to-month	Mailed check	2	80.6	155.8
One year	Bank transfer (automatic)	68	75.8	5293.95
Two year	Electronic check	43	104.6	4759.85
Two year	Electronic check	68	88.15	6148.45
Month-to-month	Credit card (automatic)	36	94.8	3565.65
Month-to-month	Electronic check	63	103.4	6603
Month-to-month	Bank transfer (automatic)	32	54.65	1830.1
Two year	Credit card (automatic)	71	85.75	6223.8
Month-to-month	Bank transfer (automatic)	66	67.45	4508.65
One year	Mailed check	63	20.5	1328.15
One year	Credit card (automatic)	41	20.25	865
Month-to-month	Electronic check	1	72.1	72.1
Month-to-month	Electronic check	2	90.4	168.2
Two year	Bank transfer (automatic)	70	19.45	1303.5
Month-to-month	Electronic check	23	44.95	996.85
One year	Bank transfer (automatic)	64	97	6430.9
Two year	Credit card (automatic)	37	62.8	2278.75
One year	Mailed check	17	44.6	681.4
Month-to-month	Electronic check	7	89.15	574.35
Month-to-month	Bank transfer (automatic)	4	84.8	371.9
Month-to-month	Electronic check	21	41.9	840.1
Month-to-month	Bank transfer (automatic)	10	80.25	846
Month-to-month	Electronic check	16	54.1	889
Two year	Electronic check	64	105.25	6823.4
Month-to-month	Credit card (automatic)	27	30.75	805.1
One year	Electronic check	42	97.1	4016.75
Month-to-month	Mailed check	5	20.2	83.75
Two year	Bank transfer (automatic)	41	98.8	3959.15
One year	Credit card (automatic)	58	50.3	2878.55
Two year	Mailed check	47	20.55	945.7
Month-to-month	Bank transfer (automatic)	18	75.9	1373.05
Month-to-month	Bank transfer (automatic)	5	96.5	492.55
Month-to-month	Bank transfer (automatic)	23	59.95	1406
Month-to-month	Mailed check	1	19.15	19.15
One year	Credit card (automatic)	71	98.65	6962.85
Two year	Credit card (automatic)	72	112.6	8126.65
One year	Mailed check	33	20.6	690.25
Month-to-month	Electronic check	2	85.65	181.5
Two year	Mailed check	24	35.75	830.8
One year	Credit card (automatic)	56	99.75	5608.4
Month-to-month	Credit card (automatic)	37	96.1	3646.8
One year	Credit card (automatic)	43	85.1	3662.25
Month-to-month	Mailed check	1	25.35	25.35
Month-to-month	Bank transfer (automatic)	25	104.95	2566.5
Two year	Electronic check	61	89.65	5308.7
One year	Electronic check	17	86.75	1410.25
One year	Bank transfer (automatic)	41	86.2	3339.05
Month-to-month	Mailed check	1	50.65	50.65
Two year	Bank transfer (automatic)	72	64.8	4732.35
Month-to-month	Credit card (automatic)	1	90.85	90.85
Two year	Bank transfer (automatic)	48	108.1	5067.45
Month-to-month	Mailed check	11	19.95	214.75
Month-to-month	Electronic check	55	85.45	4874.7
One year	Electronic check	42	54.75	2348.45
Month-to-month	Mailed check	44	90.4	4063
Month-to-month	Electronic check	1	44	44
Month-to-month	Bank transfer (automatic)	27	95.6	2595.25
Month-to-month	Bank transfer (automatic)	27	84.8	2309.55
Month-to-month	Electronic check	2	44.3	89.3
Month-to-month	Mailed check	19	19.9	367.55
Month-to-month	Electronic check	42	95.05	3944.5
Two year	Credit card (automatic)	66	90.05	5965.95
Month-to-month	Bank transfer (automatic)	33	109.9	3694.7
Month-to-month	Credit card (automatic)	34	73.95	2524.45
Month-to-month	Electronic check	33	54.6	1803.7
One year	Mailed check	23	20.05	415.1
One year	Bank transfer (automatic)	32	19.75	624.15
One year	Credit card (automatic)	11	20.05	237.7
Month-to-month	Credit card (automatic)	69	99.45	7007.6
One year	Bank transfer (automatic)	68	55.9	3848.8
Two year	Mailed check	20	19.7	419.4
Two year	Credit card (automatic)	72	19.8	1468.75
One year	Bank transfer (automatic)	60	95.4	5812
Month-to-month	Mailed check	32	93.95	2861.45
Month-to-month	Mailed check	1	19.9	19.9
Month-to-month	Mailed check	1	19.6	19.6
Month-to-month	Electronic check	3	81.35	233.7
One year	Bank transfer (automatic)	46	24.45	1066.15
Month-to-month	Electronic check	29	74.95	2149.05
Month-to-month	Electronic check	51	87.35	4473
Month-to-month	Bank transfer (automatic)	48	70.65	3545.05
Month-to-month	Bank transfer (automatic)	16	73.25	1195.75
Two year	Bank transfer (automatic)	70	98.7	6858.9
Two year	Mailed check	40	24.8	1024.7
Month-to-month	Electronic check	22	83.3	1845.9
Month-to-month	Bank transfer (automatic)	1	75.3	75.3
Month-to-month	Mailed check	5	24.3	132.25
Month-to-month	Bank transfer (automatic)	7	69.85	515.45
One year	Credit card (automatic)	29	100.55	2830.45
One year	Mailed check	44	25.7	1110.5
Month-to-month	Bank transfer (automatic)	10	40.7	449.3
Month-to-month	Bank transfer (automatic)	55	51.65	2838.55
One year	Bank transfer (automatic)	52	105.1	5376.4
Month-to-month	Electronic check	10	85.95	858.6
Month-to-month	Bank transfer (automatic)	18	75.6	1395.05
One year	Bank transfer (automatic)	68	58.25	3975.7
Month-to-month	Mailed check	61	19.4	1182.55
Two year	Credit card (automatic)	72	65.2	4784.45
Month-to-month	Electronic check	2	53.45	119.5
Month-to-month	Bank transfer (automatic)	12	45.4	518.9
Two year	Electronic check	41	19.75	899.45
Month-to-month	Credit card (automatic)	26	44.45	1183.8
One year	Bank transfer (automatic)	36	20.85	720.05
Two year	Credit card (automatic)	72	114.05	8468.2
Month-to-month	Bank transfer (automatic)	35	89.85	3161.2
Month-to-month	Mailed check	1	55.05	55.05
Month-to-month	Electronic check	16	112.95	1882.55
Month-to-month	Credit card (automatic)	49	101.55	5070.4
One year	Mailed check	54	114.65	6049.5
Month-to-month	Electronic check	18	64.8	1166.7
Month-to-month	Electronic check	36	80.4	2937.65
Month-to-month	Electronic check	60	105.9	6396.45
Month-to-month	Mailed check	1	69.55	69.55
Two year	Bank transfer (automatic)	52	25.05	1270.25
Month-to-month	Electronic check	8	94.75	759.55
Two year	Bank transfer (automatic)	72	105.5	7611.55
One year	Mailed check	64	24.7	1642.75
Month-to-month	Mailed check	22	69.75	1545.4
Month-to-month	Bank transfer (automatic)	60	60.2	3582.4
Month-to-month	Electronic check	28	81.05	2227.1
Two year	Mailed check	61	24.4	1417.9
Month-to-month	Electronic check	24	104.15	2494.65
One year	Bank transfer (automatic)	28	92.9	2768.35
Two year	Bank transfer (automatic)	30	80.8	2369.3
Month-to-month	Mailed check	2	20	38
Month-to-month	Electronic check	1	75.1	75.1
Month-to-month	Mailed check	6	19.65	100.9
Month-to-month	Bank transfer (automatic)	24	69.45	1614.05
Month-to-month	Electronic check	4	101.15	385.9
Month-to-month	Electronic check	7	99.8	673.25
Two year	Bank transfer (automatic)	72	116.05	8404.9
Two year	Mailed check	70	40.05	2799.75
Two year	Electronic check	64	102.1	6538.45
One year	Electronic check	72	89.7	6588.95
Two year	Mailed check	44	19.9	868.1
Month-to-month	Electronic check	13	55.95	734.35
One year	Mailed check	17	20.65	330.6
Month-to-month	Electronic check	1	55	55
Month-to-month	Mailed check	9	70.05	564.4
Month-to-month	Mailed check	24	53.6	1315.35
Month-to-month	Electronic check	1	74.7	74.7
Month-to-month	Electronic check	24	80.25	1861.5
Month-to-month	Electronic check	35	76.05	2747.2
Month-to-month	Electronic check	7	75.7	554.05
Month-to-month	Electronic check	5	96.1	453.4
Month-to-month	Bank transfer (automatic)	15	69	994.8
Two year	Mailed check	11	19.65	225.75
Month-to-month	Bank transfer (automatic)	48	45.3	2145
Month-to-month	Electronic check	20	81.45	1671.6
One year	Bank transfer (automatic)	72	108.5	8003.8
Month-to-month	Electronic check	8	83.55	680.05
Two year	Credit card (automatic)	72	84.5	6130.85
Month-to-month	Electronic check	15	100.15	1415
Two year	Bank transfer (automatic)	72	88.6	6201.95
Month-to-month	Electronic check	1	74.35	74.35
Two year	Bank transfer (automatic)	63	104.8	6597.25
Month-to-month	Electronic check	2	59	114.15
Month-to-month	Electronic check	2	74.4	139.4
One year	Bank transfer (automatic)	61	64.05	3902.6
Month-to-month	Mailed check	1	20.4	20.4
One year	Bank transfer (automatic)	22	43.75	903.6
Month-to-month	Mailed check	28	60.9	1785.65
Two year	Bank transfer (automatic)	70	19.8	1397.65
Month-to-month	Electronic check	5	28.45	131.05
Month-to-month	Bank transfer (automatic)	12	99.7	1238.45
One year	Credit card (automatic)	34	116.25	3899.05
Two year	Credit card (automatic)	71	80.7	5676
One year	Bank transfer (automatic)	70	65.2	4543.15
Month-to-month	Bank transfer (automatic)	52	84.05	4326.8
Two year	Credit card (automatic)	69	79.45	5502.55
Month-to-month	Electronic check	20	94.1	1782.4
Month-to-month	Mailed check	11	78	851.8
Month-to-month	Electronic check	2	94.2	167.5
Month-to-month	Electronic check	6	80.5	502.85
Month-to-month	Mailed check	1	19.85	19.85
One year	Credit card (automatic)	20	94.3	1818.3
Month-to-month	Electronic check	61	106.45	6300.15
Month-to-month	Electronic check	5	74.35	334.8
Month-to-month	Bank transfer (automatic)	56	105.45	5916.95
Month-to-month	Credit card (automatic)	30	95	2852.4
Month-to-month	Bank transfer (automatic)	40	104.8	4131.95
One year	Mailed check	28	54.3	1546.3
Month-to-month	Electronic check	5	70.05	302.6
Month-to-month	Bank transfer (automatic)	27	75.2	1929.35
Month-to-month	Credit card (automatic)	12	20.05	265.45
One year	Electronic check	67	105.4	6989.45
Month-to-month	Electronic check	29	51.6	1442
Month-to-month	Bank transfer (automatic)	55	85.5	4713.4
Month-to-month	Bank transfer (automatic)	23	75.6	1758.6
Month-to-month	Electronic check	34	100.05	3480
One year	Electronic check	52	91.25	4738.3
Two year	Credit card (automatic)	72	115.75	8399.15
One year	Credit card (automatic)	58	94.7	5430.35
Two year	Mailed check	35	19.6	686.95
Two year	Bank transfer (automatic)	56	99.9	5706.3
Two year	Credit card (automatic)	24	21.1	490.65
Two year	Credit card (automatic)	70	20.05	1360.25
Month-to-month	Electronic check	2	79.95	174.45
One year	Credit card (automatic)	68	107.15	7379.8
Month-to-month	Electronic check	1	85	85
Month-to-month	Electronic check	12	89.55	1021.75
Month-to-month	Bank transfer (automatic)	63	81.55	5029.05
One year	Mailed check	33	58.45	1955.4
One year	Credit card (automatic)	69	95.65	6744.2
Two year	Bank transfer (automatic)	60	80.6	4946.7
Two year	Bank transfer (automatic)	72	113.1	8248.5
Month-to-month	Mailed check	11	58.95	601.6
Month-to-month	Mailed check	1	19.55	19.55
Month-to-month	Bank transfer (automatic)	10	86.05	834.1
Month-to-month	Credit card (automatic)	13	45.55	597
One year	Bank transfer (automatic)	34	78.95	2647.2
Month-to-month	Mailed check	39	86.3	3266
One year	Bank transfer (automatic)	65	105.05	6744.25
One year	Bank transfer (automatic)	50	101.9	5265.5
Month-to-month	Mailed check	15	19.75	311.6
Two year	Bank transfer (automatic)	72	110.3	7966.9
Two year	Bank transfer (automatic)	72	115.6	8220.4
Two year	Bank transfer (automatic)	55	19.35	1153.25
Two year	Credit card (automatic)	23	25.6	514.75
Month-to-month	Bank transfer (automatic)	32	80.35	2596.15
One year	Bank transfer (automatic)	56	68.75	3808
Month-to-month	Bank transfer (automatic)	1	19.9	19.9
One year	Mailed check	38	70.6	2708.2
Month-to-month	Electronic check	11	70.2	760.05
Month-to-month	Electronic check	1	49.3	49.3
One year	Electronic check	56	107.25	6033.3
Month-to-month	Mailed check	3	23.6	89.05
Month-to-month	Credit card (automatic)	7	69.7	516.15
Two year	Credit card (automatic)	59	99.5	5861.75
Month-to-month	Bank transfer (automatic)	7	64.3	445.95
Two year	Credit card (automatic)	71	70.85	4973.4
One year	Electronic check	15	101.9	1667.25
Two year	Credit card (automatic)	71	73.5	5357.75
Month-to-month	Electronic check	35	100.25	3527.6
One year	Credit card (automatic)	11	40.4	422.6
Two year	Credit card (automatic)	60	19.25	1103.25
Two year	Bank transfer (automatic)	47	59.6	2754
One year	Credit card (automatic)	11	64.9	697.25
One year	Credit card (automatic)	56	100.3	5614.45
Month-to-month	Electronic check	28	110.85	3204.4
Two year	Mailed check	61	81.05	4747.65
One year	Bank transfer (automatic)	31	98.05	3082.1
Month-to-month	Electronic check	9	70.5	597.9
Month-to-month	Electronic check	35	94.55	3365.4
Month-to-month	Mailed check	2	19.65	38.8
